Language,Pack_Number,Pack_Title,Row_Number,Column_Name,Old_Value,New_Value,Reason
chinese,8,Core Measure Words,15,khmer,ជួរខ្ពស់ || ក្រុម,ជួរខ្ពស់ ក្រុម,Remove pipe symbols from khmer translation
chinese,8,Core Measure Words,42,khmer,| ដង្ហើមមួយ,ដង្ហើមមួយ,Remove pipe symbols from khmer translation
chinese,9,Basic Question Words,14,khmer,| តើមានប៉ុណ្ណា ?,តើមានប៉ុណ្ណា ?,Remove pipe symbols from khmer translation
chinese,9,Basic Question Words,23,khmer,| មួយណាដែលត្រូវជ្រើសរើស,មួយណាដែលត្រូវជ្រើសរើស,Remove pipe symbols from khmer translation
chinese,9,Basic Question Words,27,khmer,| កន្លែងដែលត្រូវទៅ,កន្លែងដែលត្រូវទៅ,Remove pipe symbols from khmer translation
chinese,9,Basic Question Words,34,khmer,| តើមានមនុស្សប៉ុន្មាននាក់,តើមានមនុស្សប៉ុន្មាននាក់,Remove pipe symbols from khmer translation
chinese,9,Basic Question Words,39,khmer,| តើមានរយៈពេលប៉ុន្មាន,តើមានរយៈពេលប៉ុន្មាន,Remove pipe symbols from khmer translation
chinese,9,Basic Question Words,40,khmer,| តើមានប៉ុណ្ណា ?,តើមានប៉ុណ្ណា ?,Remove pipe symbols from khmer translation
chinese,9,Basic Question Words,44,khmer,តើខ្ពង់ខ្ពស់ប៉ុណ្ណា ?| ខ្ពស់ណាស់,តើខ្ពង់ខ្ពស់ប៉ុណ្ណា ? ខ្ពស់ណាស់,Remove pipe symbols from khmer translation
chinese,10,Time Essentials,4,khmer,ថ្ងៃស្អែក || ម្សិលមិញ,ថ្ងៃស្អែក ម្សិលមិញ,Remove pipe symbols from khmer translation
chinese,10,Time Essentials,10,khmer,ល្ងាច || ម៉ោង,ល្ងាច ម៉ោង,Remove pipe symbols from khmer translation
chinese,10,Time Essentials,39,khmer,កាលពីអតីតកាល|| និយាយនាពេលអនាគត,កាលពីអតីតកាល និយាយនាពេលអនាគត,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,8,khmer,| ខ្ពស់,ខ្ពស់,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,10,khmer,| អាក្រក់,អាក្រក់,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,15,khmer,| ឆ្ងាយ,ឆ្ងាយ,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,17,khmer,| ដំបូង,ដំបូង,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,19,khmer,មនុស្សពេញវ័យ || ធំឡើង,មនុស្សពេញវ័យ ធំឡើង,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,20,khmer,| រឿងតិចតួច,រឿងតិចតួច,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,25,khmer,ការថយចុះ || យូរ,ការថយចុះ យូរ,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,26,khmer,នាយកសាលា || ចំណុចខ្វះខាត,នាយកសាលា ចំណុចខ្វះខាត,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,28,khmer,| ខ្ពស់,ខ្ពស់,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,31,khmer,| ខ្លី,ខ្លី,Remove pipe symbols from khmer translation
chinese,11,Basic Adjectives I,32,khmer,| បុរសអាក្រក់,បុរសអាក្រក់,Remove pipe symbols from khmer translation
chinese,13,Core Radicals & Components,2,khmer,ប្រជាជន || បេះដូង,ប្រជាជន បេះដូង,Remove pipe symbols from khmer translation
chinese,13,Core Radicals & Components,5,khmer,ផែនដី || ដើមឈើ,ផែនដី ដើមឈើ,Remove pipe symbols from khmer translation
chinese,14,Emergency & Survival,10,khmer,| ការប្រុងប្រយ័ត្ន,ការប្រុងប្រយ័ត្ន,Remove pipe symbols from khmer translation
chinese,14,Emergency & Survival,11,khmer,| មន្ទីរពេទ្យ || ឱសថស្ថាន || បង្គន់,មន្ទីរពេទ្យ ឱសថស្ថាន បង្គន់,Remove pipe symbols from khmer translation
chinese,14,Emergency & Survival,13,khmer,| ច្រកចូល,ច្រកចូល,Remove pipe symbols from khmer translation
chinese,14,Emergency & Survival,27,khmer,ហៅទូរស័ព្ទប៉ូលីស || អ្នកពន្លត់អគ្គីភ័យ,ហៅទូរស័ព្ទប៉ូលីស អ្នកពន្លត់អគ្គីភ័យ,Remove pipe symbols from khmer translation
chinese,14,Emergency & Survival,35,khmer,| ទៅមន្ទីរពេទ្យ,ទៅមន្ទីរពេទ្យ,Remove pipe symbols from khmer translation
chinese,14,Emergency & Survival,40,khmer,| ស្វែងរកបង្គន់,ស្វែងរកបង្គន់,Remove pipe symbols from khmer translation
chinese,14,Emergency & Survival,41,khmer,| ដែលជាកន្លែងដែលត្រូវបានច្រកចេញ,ដែលជាកន្លែងដែលត្រូវបានច្រកចេញ,Remove pipe symbols from khmer translation
chinese,14,Emergency & Survival,42,khmer,| ស្វែងរកការចាកចេញ,ស្វែងរកការចាកចេញ,Remove pipe symbols from khmer translation
chinese,17,Months & Seasons,3,khmer,ខែមករា || ខែកុម្ភៈ || || មីនា || ខែមេសា,ខែមករា ខែកុម្ភៈ មីនា ខែមេសា,Remove pipe symbols from khmer translation
chinese,17,Months & Seasons,5,khmer,ខែមិថុនា || ខែកក្កដា || ខែសីហា || ខែកញ្ញា,ខែមិថុនា ខែកក្កដា ខែសីហា ខែកញ្ញា,Remove pipe symbols from khmer translation
chinese,17,Months & Seasons,11,khmer,រដូវស្លឹកឈើជ្រុះ || រដូវរងា,រដូវស្លឹកឈើជ្រុះ រដូវរងា,Remove pipe symbols from khmer translation
chinese,17,Months & Seasons,19,khmer,| ខែមីនាចាប់ផ្តើមសាលារៀន,ខែមីនាចាប់ផ្តើមសាលារៀន,Remove pipe symbols from khmer translation
chinese,17,Months & Seasons,21,khmer,| ខែមេសា Qingming,ខែមេសា Qingming,Remove pipe symbols from khmer translation
chinese,19,Telling Time,5,khmer,ត្រីមាស || ពាក់កណ្តាល || ម៉ោង,ត្រីមាស ពាក់កណ្តាល ម៉ោង,Remove pipe symbols from khmer translation
chinese,19,Telling Time,6,khmer,នាឡិកា || មើល,នាឡិកា មើល,Remove pipe symbols from khmer translation
chinese,19,Telling Time,7,khmer,ម៉ោងរោទិ៍ || ម៉ោង,ម៉ោងរោទិ៍ ម៉ោង,Remove pipe symbols from khmer translation
chinese,19,Telling Time,39,khmer,| មកដល់ដំបូង,មកដល់ដំបូង,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,2,khmer,ប្រអប់ || កាបូប,ប្រអប់ កាបូប,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,9,khmer,តារាងកម្មវិធី || រថយន្ត,តារាងកម្មវិធី រថយន្ត,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,11,khmer,ស្រទាប់ || បន្ទប់ || មែកធាង,ស្រទាប់ បន្ទប់ មែកធាង,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,12,khmer,ផ្កា || ខ្សែអក្សរ,ផ្កា ខ្សែអក្សរ,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,13,khmer,បណ្តា្ឆកា || គំនរ,បណ្តា្ឆកា គំនរ,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,14,khmer,| ប្រអប់ស្ករមួយ,ប្រអប់ស្ករមួយ,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,22,khmer,| ដំណើរពីរបី,ដំណើរពីរបី,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,23,khmer,| អាហារ,អាហារ,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,26,khmer,| វគ្គពីរបី,វគ្គពីរបី,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,29,khmer,កុំព្យូទ័រ || ពីរបី,កុំព្យូទ័រ ពីរបី,Remove pipe symbols from khmer translation
chinese,21,More Measure Words,39,khmer,| ពីរបី,ពីរបី,Remove pipe symbols from khmer translation
chinese,22,More Action Verbs,15,khmer,| ចម្លើយ,ចម្លើយ,Remove pipe symbols from khmer translation
chinese,22,More Action Verbs,30,khmer,| ស្វែងរក,ស្វែងរក,Remove pipe symbols from khmer translation
chinese,22,More Action Verbs,32,khmer,| ទិញអ្វីមួយ,ទិញអ្វីមួយ,Remove pipe symbols from khmer translation
chinese,22,More Action Verbs,37,khmer,| ជួលឡាន,ជួលឡាន,Remove pipe symbols from khmer translation
chinese,22,More Action Verbs,48,khmer,| ចម្លើយ,ចម្លើយ,Remove pipe symbols from khmer translation
chinese,22,More Action Verbs,58,khmer,| ការផ្លាស់ប្តូរ,ការផ្លាស់ប្តូរ,Remove pipe symbols from khmer translation
chinese,24,Places & Locations,4,khmer,ក្រុមហ៊ុន || ធនាគារ || ផ្សារទំនើប || ហាង || សណ្ឋាគារ || សណ្ឋាគារ || ភោជនីយដ្ឋាន || អាកាសយានដ្ឋាន,ក្រុមហ៊ុន ធនាគារ ផ្សារទំនើប ហាង សណ្ឋាគារ សណ្ឋាគារ ភោជនីយដ្ឋាន អាកាសយានដ្ឋាន,Remove pipe symbols from khmer translation
chinese,24,Places & Locations,8,khmer,ការិយាល័យ || ការិយាល័យប្រៃសណីយ៍,ការិយាល័យ ការិយាល័យប្រៃសណីយ៍,Remove pipe symbols from khmer translation
chinese,24,Places & Locations,10,khmer,សារមន្ទីរ || កន្លែងហាត់ប្រាណ,សារមន្ទីរ កន្លែងហាត់ប្រាណ,Remove pipe symbols from khmer translation
chinese,24,Places & Locations,12,khmer,| ស្វែងរកកន្លែងមួយ,ស្វែងរកកន្លែងមួយ,Remove pipe symbols from khmer translation
chinese,24,Places & Locations,19,khmer,| ការបញ្ចុះតម្លៃផ្សារទំនើប,ការបញ្ចុះតម្លៃផ្សារទំនើប,Remove pipe symbols from khmer translation
chinese,24,Places & Locations,22,khmer,កក់សណ្ឋាគារ || ដើរនៅឧទ្យាន,កក់សណ្ឋាគារ ដើរនៅឧទ្យាន,Remove pipe symbols from khmer translation
chinese,28,Body Parts,50,khmer,backrest || ចង្វាក់បេះដូង,backrest ចង្វាក់បេះដូង,Remove pipe symbols from khmer translation
chinese,30,Drinks & Beverages,30,khmer,| ផឹកទឹកដោះគោ,ផឹកទឹកដោះគោ,Remove pipe symbols from khmer translation
chinese,30,Drinks & Beverages,32,khmer,| ផឹកតែទឹកដោះ,ផឹកតែទឹកដោះ,Remove pipe symbols from khmer translation
chinese,30,Drinks & Beverages,36,khmer,| ផឹកកូកាកូឡា,ផឹកកូកាកូឡា,Remove pipe symbols from khmer translation
chinese,30,Drinks & Beverages,41,khmer,| ស្រាសខ្លាំង,ស្រាសខ្លាំង,Remove pipe symbols from khmer translation
chinese,30,Drinks & Beverages,44,khmer,| ផឹកស្រាក្រហម,ផឹកស្រាក្រហម,Remove pipe symbols from khmer translation
chinese,33,Clothing Items,5,khmer,ស្បែកជើង || ស្រោមជើង,ស្បែកជើង ស្រោមជើង,Remove pipe symbols from khmer translation
chinese,33,Clothing Items,15,khmer,| វ៉ែនតា,វ៉ែនតា,Remove pipe symbols from khmer translation
chinese,33,Clothing Items,23,khmer,ស្បែកជើងស្បែក || ស្បែកជើងដែលសម,ស្បែកជើងស្បែក ស្បែកជើងដែលសម,Remove pipe symbols from khmer translation
chinese,34,Weather Words,15,khmer,សាយសត្វ || គោរព,សាយសត្វ គោរព,Remove pipe symbols from khmer translation
chinese,34,Weather Words,22,khmer,| វាមានពពក,វាមានពពក,Remove pipe symbols from khmer translation
chinese,34,Weather Words,30,khmer,| វាមានខ្យល់បក់,វាមានខ្យល់បក់,Remove pipe symbols from khmer translation
chinese,34,Weather Words,31,khmer,| ផ្គរលាន់,ផ្គរលាន់,Remove pipe symbols from khmer translation
chinese,34,Weather Words,34,khmer,| សូមមើលផ្លេកបន្ទោរ,សូមមើលផ្លេកបន្ទោរ,Remove pipe symbols from khmer translation
chinese,34,Weather Words,38,khmer,| ពិនិត្យសីតុណ្ហភាព,ពិនិត្យសីតុណ្ហភាព,Remove pipe symbols from khmer translation
chinese,34,Weather Words,39,khmer,| ការព្យាករណ៍អាកាសធាតុ,ការព្យាករណ៍អាកាសធាតុ,Remove pipe symbols from khmer translation
chinese,34,Weather Words,43,khmer,| សាយសត្វ || សាយសត្វ || គោរព,សាយសត្វ សាយសត្វ គោរព,Remove pipe symbols from khmer translation
chinese,35,Shopping Basics,11,khmer,វិក័យប័ត្រ || ការផ្សព្វផ្សាយ,វិក័យប័ត្រ ការផ្សព្វផ្សាយ,Remove pipe symbols from khmer translation
chinese,35,Shopping Basics,13,khmer,ការចរចា los| តារាងតំលៃ,ការចរចា los តារាងតំលៃ,Remove pipe symbols from khmer translation
chinese,35,Shopping Basics,19,khmer,ថោកជាង || ថោកណាស់,ថោកជាង ថោកណាស់,Remove pipe symbols from khmer translation
chinese,35,Shopping Basics,21,khmer,| ថ្លៃណាស់,ថ្លៃណាស់,Remove pipe symbols from khmer translation
chinese,35,Shopping Basics,24,khmer,| ប្រគល់វា,ប្រគល់វា,Remove pipe symbols from khmer translation
chinese,35,Shopping Basics,34,khmer,| ដាក់លក់,ដាក់លក់,Remove pipe symbols from khmer translation
chinese,36,Around the House,29,khmer,| បន្ទប់ទទួលភ្ញៀវធំ,បន្ទប់ទទួលភ្ញៀវធំ,Remove pipe symbols from khmer translation
chinese,38,Describing People,4,khmer,| គួរឱ្យស្រលាញ់,គួរឱ្យស្រលាញ់,Remove pipe symbols from khmer translation
chinese,38,Describing People,8,khmer,ឆ្លាត || ល្ងង់,ឆ្លាត ល្ងង់,Remove pipe symbols from khmer translation
chinese,38,Describing People,12,khmer,| ប្រភេទ,ប្រភេទ,Remove pipe symbols from khmer translation
chinese,38,Describing People,13,khmer,adomain adom| មិត្តភាព,adomain adom មិត្តភាព,Remove pipe symbols from khmer translation
chinese,38,Describing People,14,khmer,| ក្លាហាន,ក្លាហាន,Remove pipe symbols from khmer translation
chinese,38,Describing People,15,khmer,អាត្មានិយម || សប្បុរស,អាត្មានិយម សប្បុរស,Remove pipe symbols from khmer translation
chinese,38,Describing People,40,khmer,| ឆ្លាតនិងមានសមត្ថភាព,ឆ្លាតនិងមានសមត្ថភាព,Remove pipe symbols from khmer translation
chinese,38,Describing People,46,khmer,អាត្មានិយម || អាត្មានិយមពេក,អាត្មានិយម អាត្មានិយមពេក,Remove pipe symbols from khmer translation
chinese,38,Describing People,47,khmer,| ការឧបត្ថម្ភនិងសមរម្យ,ការឧបត្ថម្ភនិងសមរម្យ,Remove pipe symbols from khmer translation
chinese,39,Emotions & Feelings,13,khmer,| គួរឱ្យចាប់អារម្មណ៍,គួរឱ្យចាប់អារម្មណ៍,Remove pipe symbols from khmer translation
chinese,39,Emotions & Feelings,34,khmer,| សាហាវណាស់,សាហាវណាស់,Remove pipe symbols from khmer translation
chinese,39,Emotions & Feelings,41,khmer,| គួរឱ្យធុញណាស់,គួរឱ្យធុញណាស់,Remove pipe symbols from khmer translation
chinese,39,Emotions & Feelings,53,khmer,តើអ្នកមានការព្រួយបារម្ភអ្វីអំពីការ|| មានផាសុកភាពណាស់,តើអ្នកមានការព្រួយបារម្ភអ្វីអំពីការ មានផាសុកភាពណាស់,Remove pipe symbols from khmer translation
chinese,40,Health & Sickness,9,khmer,| ការរងរបួស,ការរងរបួស,Remove pipe symbols from khmer translation
chinese,40,Health & Sickness,11,khmer,ការងើបឡើងវិញ || ការងើបឡើងវិញ || តាមដាន,ការងើបឡើងវិញ ការងើបឡើងវិញ តាមដាន,Remove pipe symbols from khmer translation
chinese,40,Health & Sickness,12,khmer,ការចូលមន្ទីរពេទ្យ || ការហូរ,ការចូលមន្ទីរពេទ្យ ការហូរ,Remove pipe symbols from khmer translation
chinese,40,Health & Sickness,13,khmer,ការ resuper || សុខភាពល្អ,ការ resuper សុខភាពល្អ,Remove pipe symbols from khmer translation
chinese,40,Health & Sickness,17,khmer,| ត្រជាក់,ត្រជាក់,Remove pipe symbols from khmer translation
chinese,40,Health & Sickness,21,khmer,| ក្អក,ក្អក,Remove pipe symbols from khmer translation
chinese,40,Health & Sickness,22,khmer,| រក្សាការក្អក,រក្សាការក្អក,Remove pipe symbols from khmer translation
chinese,40,Health & Sickness,42,khmer,| អណ្តូងឆ្អឹងបានពន្លឿន,អណ្តូងឆ្អឹងបានពន្លឿន,Remove pipe symbols from khmer translation
chinese,41,School Life,3,khmer,និស្សិត || មិត្តរួមថ្នាក់,និស្សិត មិត្តរួមថ្នាក់,Remove pipe symbols from khmer translation
chinese,41,School Life,8,khmer,កិច្ចការផ្ទះ || ការប្រឡង,កិច្ចការផ្ទះ ការប្រឡង,Remove pipe symbols from khmer translation
chinese,41,School Life,11,khmer,សៀវភៅ || សៀវភៅ || ប៊ិច,សៀវភៅ សៀវភៅ ប៊ិច,Remove pipe symbols from khmer translation
chinese,41,School Life,13,khmer,សួនកុមារ || បរិវេន្នមញ្ញា || គ្រូល្អ,សួនកុមារ បរិវេន្នមញ្ញា គ្រូល្អ,Remove pipe symbols from khmer translation
chinese,41,School Life,17,khmer,| មិត្តរួមថ្នាក់ល្អ,មិត្តរួមថ្នាក់ល្អ,Remove pipe symbols from khmer translation
chinese,41,School Life,33,khmer,| បញ្ចប់ការសិក្សា,បញ្ចប់ការសិក្សា,Remove pipe symbols from khmer translation
chinese,41,School Life,37,khmer,| ការសរសេរសៀវភៅកត់ត្រា,ការសរសេរសៀវភៅកត់ត្រា,Remove pipe symbols from khmer translation
chinese,41,School Life,40,khmer,| ទទួលបានប៊ិច,ទទួលបានប៊ិច,Remove pipe symbols from khmer translation
chinese,41,School Life,41,khmer,| អនុវត្តសាលារៀនមាតុភាព,អនុវត្តសាលារៀនមាតុភាព,Remove pipe symbols from khmer translation
chinese,47,Hobbies & Leisure,8,khmer,| ការថតរូប,ការថតរូប,Remove pipe symbols from khmer translation
chinese,47,Hobbies & Leisure,15,khmer,ល្បែង || ការលេងអុកអូរ,ល្បែង ការលេងអុកអូរ,Remove pipe symbols from khmer translation
chinese,47,Hobbies & Leisure,17,khmer,ថែសួន || ចំណង់ចំណូលចិត្តរបស់ខ្ញុំ,ថែសួន ចំណង់ចំណូលចិត្តរបស់ខ្ញុំ,Remove pipe symbols from khmer translation
chinese,47,Hobbies & Leisure,21,khmer,| ស្រឡាញ់ការអាន,ស្រឡាញ់ការអាន,Remove pipe symbols from khmer translation
chinese,47,Hobbies & Leisure,39,khmer,ទៅនេសាទ || ស្រឡាញ់នេសាទការនេសាទ,ទៅនេសាទ ស្រឡាញ់នេសាទការនេសាទ,Remove pipe symbols from khmer translation
chinese,47,Hobbies & Leisure,46,khmer,| រៀនធ្វើម្ហូប,រៀនធ្វើម្ហូប,Remove pipe symbols from khmer translation
chinese,47,Hobbies & Leisure,48,khmer,ថែសួន || ថែសួនស្រឡាញ់,ថែសួន ថែសួនស្រឡាញ់,Remove pipe symbols from khmer translation
chinese,48,Sports & Exercise,50,khmer,| ចូលចិត្តហាត់ប្រាណ,ចូលចិត្តហាត់ប្រាណ,Remove pipe symbols from khmer translation
chinese,48,Sports & Exercise,51,khmer,| ថ្នាក់អប់រំកាយ,ថ្នាក់អប់រំកាយ,Remove pipe symbols from khmer translation
chinese,52,Time Words Advanced,6,khmer,ល្ងាច || ព្រំ,ល្ងាច ព្រំ,Remove pipe symbols from khmer translation
chinese,52,Time Words Advanced,7,khmer,| ជាធម្មតា,ជាធម្មតា,Remove pipe symbols from khmer translation
chinese,52,Time Words Advanced,10,khmer,អនាគត || តែងតែ,អនាគត តែងតែ,Remove pipe symbols from khmer translation
chinese,52,Time Words Advanced,25,khmer,ល្ងាច || ចំពោះព្រលប់,ល្ងាច ចំពោះព្រលប់,Remove pipe symbols from khmer translation
chinese,52,Time Words Advanced,26,khmer,| ព្រំ,ព្រំ,Remove pipe symbols from khmer translation
chinese,52,Time Words Advanced,27,khmer,| ក្រឡេកមើលព្រលប់,ក្រឡេកមើលព្រលប់,Remove pipe symbols from khmer translation
chinese,52,Time Words Advanced,28,khmer,| ជាធម្មតារវល់,ជាធម្មតារវល់,Remove pipe symbols from khmer translation
chinese,53,Location Words,2,khmer,កណ្តាល || || នៅខាងក្នុង,កណ្តាល នៅខាងក្នុង,Remove pipe symbols from khmer translation
chinese,53,Location Words,12,khmer,| គ្រប់ទីកន្លែង,គ្រប់ទីកន្លែង,Remove pipe symbols from khmer translation
chinese,53,Location Words,21,khmer,កណ្តាល || || កន្លែងណា,កណ្តាល កន្លែងណា,Remove pipe symbols from khmer translation
chinese,53,Location Words,41,khmer,| នៅជុំវិញ,នៅជុំវិញ,Remove pipe symbols from khmer translation
chinese,53,Location Words,42,khmer,| ដើរជុំវិញ,ដើរជុំវិញ,Remove pipe symbols from khmer translation
chinese,53,Location Words,47,khmer,| ក្នុងស្រុក,ក្នុងស្រុក,Remove pipe symbols from khmer translation
chinese,53,Location Words,50,khmer,| នៅភាគខាងត្បូង,នៅភាគខាងត្បូង,Remove pipe symbols from khmer translation
chinese,53,Location Words,53,khmer,| នៅភាគខាងលិច,នៅភាគខាងលិច,Remove pipe symbols from khmer translation
chinese,56,Expressing Needs,16,khmer,ការស្រាវជ្រាវបន្ទាន់ || ការស្រាវជ្រាវបន្ទាន់ || ត្រូវការអ្នក,ការស្រាវជ្រាវបន្ទាន់ ការស្រាវជ្រាវបន្ទាន់ ត្រូវការអ្នក,Remove pipe symbols from khmer translation
chinese,56,Expressing Needs,29,khmer,| អង្វរណាស់,អង្វរណាស់,Remove pipe symbols from khmer translation
chinese,56,Expressing Needs,30,khmer,តម្រូវការខ្ពស់ || ត្រូវតែទៅ,តម្រូវការខ្ពស់ ត្រូវតែទៅ,Remove pipe symbols from khmer translation
chinese,58,Giving Directions,5,khmer,| បើក,បើក,Remove pipe symbols from khmer translation
